scenario_id,angle_deg,center_x_m,center_y_m,center_z_m,speed_m_s,velocity_x_m_s,velocity_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,local1_ready,coarse_m,fast_m,fast_ms,hold_start_m,hold_min_m,hold_end_m,tail_safe,moving_away,feasible
67,-75.0,0.6,0.0,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.02978914920655293,0.0022481222923462496,False,False,nan,nan,nan,nan,nan,nan,False,False,False
68,-75.0,0.6,0.0,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.02978914920655293,-0.0009376505229323484,False,False,nan,nan,nan,nan,nan,nan,False,False,False
69,-75.0,0.6,0.0,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.02978914920655293,-0.0036522899048486712,False,False,nan,nan,nan,nan,nan,nan,False,False,False
70,-75.0,0.6,0.0,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.02978914920655293,-0.0059218482137501915,False,False,nan,nan,nan,nan,nan,nan,False,False,False
71,-75.0,0.6,0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,-0.042714874342271864,-0.0670925929663633,False,False,nan,nan,nan,nan,nan,nan,False,False,False
72,-75.0,0.6,0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,-0.042714874342271864,-0.07073522688167411,False,False,nan,nan,nan,nan,nan,nan,False,False,False
73,-75.0,0.6,0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,-0.042714874342271864,-0.07366662143484598,False,False,nan,nan,nan,nan,nan,nan,False,False,False
74,-75.0,0.6,0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,-0.042714874342271864,-0.07585130007947025,False,False,nan,nan,nan,nan,nan,nan,False,False,False
75,-75.0,0.6,0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,-0.042714874342271864,-0.07726495023564348,False,False,nan,nan,nan,nan,nan,nan,False,False,False
76,-75.0,0.66,-0.24,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.2546931154696529,0.22520025132569782,False,False,nan,nan,nan,nan,nan,nan,False,False,False
77,-75.0,0.66,-0.24,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.2546931154696529,0.2153467907215065,False,False,nan,nan,nan,nan,nan,nan,False,False,False
78,-75.0,0.66,-0.24,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.2546931154696529,0.205542515727352,False,False,nan,nan,nan,nan,nan,nan,False,False,False
