frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
79,10.464245,1786344526.018317,2581,50000,1,1,1,0.313776,upperArm_Link,0,0.622087,-0.304509,0.395603,0.239241,upperArm_Link,0.000,SAFE,SAFE,0.017231,131.7939,0.63722450,-0.21564704,1.32510817,-0.03050332,1.57113373,0.63718045,-0.02724878,0.01468063,0.01858948,0.00403983,0.00000000,-0.02764566
80,10.590954,1786344526.150129,2601,50000,1,1,1,0.312183,wrist1_Link,0,0.620576,-0.302149,0.395821,0.229645,upperArm_Link,0.000,SAFE,SAFE,0.024745,133.7983,0.63377655,-0.21383870,1.32736039,-0.03000080,1.57113016,0.63377655,-0.02721174,0.01427173,0.01777487,0.00396597,-0.00002822,-0.02686410
81,10.726013,1786344526.283955,2564,50000,1,1,1,0.313761,upperArm_Link,0,0.621211,-0.298246,0.397513,0.235929,upperArm_Link,0.000,SAFE,SAFE,0.000000,131.6526,0.63010484,-0.21196067,1.32986188,-0.02946894,1.57113016,0.63007921,-0.02718590,0.01390518,0.01852141,0.00393800,0.00000000,-0.02737566
82,10.856912,1786344526.415627,2619,50000,1,1,1,0.309040,wrist1_Link,0,0.622273,-0.287345,0.397131,0.233937,upperArm_Link,0.000,SAFE,SAFE,0.012556,133.8892,0.62652123,-0.21016334,1.33214343,-0.02896642,1.57113016,0.62648457,-0.02737693,0.01373070,0.01742984,0.00383899,0.00000000,-0.02746117
83,10.990923,1786344526.549533,2579,50000,1,1,1,0.284649,wrist1_Link,0,0.623151,-0.274208,0.398041,0.214890,left_link,0.000,SAFE,SAFE,0.030225,131.2319,0.62279081,-0.20827797,1.33447993,-0.02846023,1.57112646,0.62276882,-0.02783655,0.01406872,0.01743509,0.00377720,-0.00002758,-0.02772713
84,11.129301,1786344526.680783,2578,50000,1,1,1,0.281320,wrist1_Link,0,0.625059,-0.261506,0.390646,0.207366,left_link,0.000,SAFE,SAFE,0.041255,133.7252,0.61905676,-0.20644762,1.33683479,-0.02796871,1.57112646,0.61903840,-0.02698442,0.01322720,0.01701758,0.00355197,0.00000000,-0.02695815
85,11.258270,1786344526.814527,2605,50000,1,1,1,0.272011,wrist1_Link,0,0.621877,-0.262922,0.393590,0.177580,left_link,0.000,SAFE,SAFE,0.051098,133.3401,0.61540341,-0.20472731,1.33894396,-0.02750654,1.57112288,0.61542177,-0.02832728,0.01333891,0.01635406,0.00358357,-0.00002773,-0.02804259
86,11.392010,1786344526.947902,2512,50000,1,1,1,0.265870,wrist1_Link,0,0.622372,-0.257581,0.389432,0.175277,left_link,0.000,SAFE,SAFE,0.058344,135.2410,0.61166197,-0.20293365,1.34126949,-0.02704804,1.57112288,0.61164737,-0.02797549,0.01341149,0.01738847,0.00342833,0.00000000,-0.02822195
87,11.524166,1786344527.083162,2577,50000,1,1,1,0.258452,left_link,0,0.622319,-0.243867,0.396530,0.181975,left_link,0.000,SAFE,SAFE,0.054747,130.7487,0.60784727,-0.20116566,1.34341526,-0.02659687,1.57111907,0.60784364,-0.02886529,0.01337816,0.01623673,0.00341391,-0.00002887,-0.02878230
88,11.654167,1786344527.213928,2543,50000,1,1,1,0.246813,left_link,0,0.622472,-0.238403,0.386325,0.149583,left_link,0.000,SAFE,WARNING,0.062953,131.5027,0.60418290,-0.19950403,1.34552801,-0.02617872,1.57111907,0.60418653,-0.02818716,0.01278161,0.01625170,0.00321655,0.00000000,-0.02813123
89,11.791009,1786344527.345449,2637,50000,1,1,1,0.239485,left_link,0,0.624262,-0.222938,0.397306,0.160585,left_link,0.000,SAFE,SAFE,0.058791,135.2866,0.60037553,-0.19780941,1.34776187,-0.02574956,1.57111549,0.60030949,-0.02782312,0.01238378,0.01632442,0.00313617,-0.00002613,-0.02833230
90,11.922419,1786344527.480754,2609,50000,1,1,1,0.232351,left_link,0,0.623549,-0.219901,0.399287,0.149022,left_link,0.000,SAFE,WARNING,0.057347,131.2270,0.59666348,-0.19618081,1.34975350,-0.02534607,1.57111549,0.59664875,-0.02824791,0.01239333,0.01515584,0.00307041,0.00000000,-0.02785738
91,12.054568,1786344527.611999,2555,50000,2,1,1,0.205038,right_link,1,0.752984,0.393710,0.252757,0.153256,left_link,0.000,SAFE,SAFE,0.000000,132.8684,0.59283406,-0.19451921,1.35182607,-0.02493159,1.57111180,0.59280837,-0.02897799,0.01257365,0.01568357,0.00313652,-0.00002796,-0.02906098
92,12.191472,1786344527.744896,2685,50000,1,1,1,0.230432,left_link,0,0.616772,-0.222276,0.395490,0.108535,left_link,0.000,SAFE,WARNING,0.020141,133.5558,0.58895326,-0.19287959,1.35385084,-0.02453177,1.57111180,0.58893126,-0.02834689,0.01197643,0.01478972,0.00292041,0.00000000,-0.02831990
